Customer ID,Age,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Gender_Female,Category_Accessories,Category_Clothing,Category_Footwear,Category_Outerwear,Item Purchased_encoded,Location_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Payment Method_encoded,Shipping Type_encoded,Discount Applied_encoded,Frequency of Purchases_encoded
3335,0.9230769230769232,Shirt,0.03750000000000003,California,M,Beige,Summer,0.3600000000000001,No,Free Shipping,No,No,0.4081632653061224,Credit Card,Annually,1,0,1,0,0,16,4,1,0,2,0,2,2,0,0
3336,0.5000000000000001,Hat,0.925,Texas,XL,Cyan,Winter,0.40000000000000013,No,Express,No,No,0.9591836734693877,Bank Transfer,Quarterly,1,1,0,0,0,8,42,3,5,3,0,0,1,0,5
3337,0.40384615384615385,Blouse,0.3125,Montana,M,Brown,Fall,0.6000000000000001,No,Free Shipping,No,No,0.4693877551020408,Debit Card,Annually,1,0,1,0,0,2,25,1,3,0,0,3,2,0,0
3338,0.0961538461538462,Jacket,0.03750000000000003,Arizona,L,Blue,Winter,0.7600000000000002,No,2-Day Shipping,No,No,0.8979591836734693,Bank Transfer,Bi-Weekly,1,0,0,0,1,10,2,0,2,3,0,0,0,0,1
3339,0.21153846153846156,Skirt,0.925,Minnesota,L,White,Winter,0.15999999999999992,No,2-Day Shipping,No,No,0.9183673469387754,Credit Card,Monthly,1,0,1,0,0,19,22,0,23,3,0,2,0,0,4
3340,0.03846153846153849,Gloves,0.9875,Nebraska,M,Cyan,Fall,0.44000000000000017,No,Store Pickup,No,No,0.693877551020408,Cash,Fortnightly,1,1,0,0,0,6,26,1,5,0,0,1,5,0,3
3341,0.46153846153846156,T-shirt,0.2,Virginia,XL,Maroon,Fall,0.7600000000000002,No,Free Shipping,No,No,0.9387755102040816,Credit Card,Fortnightly,1,0,1,0,0,24,45,3,12,0,0,2,2,0,3
3342,0.7115384615384616,Jacket,0.375,Connecticut,XL,Olive,Summer,0.8,No,Standard,No,No,0.693877551020408,Credit Card,Monthly,1,0,0,0,1,10,6,3,13,2,0,2,4,0,4
3343,0.9230769230769232,Jacket,0.7625,New Jersey,M,Violet,Spring,0.52,No,Free Shipping,No,No,0.8979591836734693,Credit Card,Weekly,1,0,0,0,1,10,29,1,22,1,0,2,2,0,6
3344,0.11538461538461542,Shorts,0.1375,Kentucky,XL,Green,Winter,0.44000000000000017,No,2-Day Shipping,No,No,0.10204081632653061,Cash,Bi-Weekly,1,0,1,0,0,18,16,3,8,3,0,1,0,0,1
3345,0.8461538461538461,Hat,0.3500000000000001,Washington,XL,Magenta,Fall,0.72,No,Free Shipping,No,No,0.38775510204081626,Cash,Annually,1,1,0,0,0,8,46,3,11,0,0,1,2,0,0
3346,0.1923076923076924,Handbag,0.8875,Florida,M,Turquoise,Summer,0.6000000000000001,No,2-Day Shipping,No,No,0.04081632653061225,Venmo,Bi-Weekly,1,1,0,0,0,7,8,1,21,2,0,5,0,0,1
3347,0.23076923076923084,Jeans,0.9875,Oklahoma,M,Black,Summer,0.3600000000000001,No,Express,No,No,0.5918367346938774,Venmo,Quarterly,1,0,1,0,0,11,35,1,1,2,0,5,1,0,5
3348,0.07692307692307698,Shoes,0.625,Iowa,XL,Cyan,Summer,0.7600000000000002,No,Standard,No,No,0.5510204081632653,PayPal,Bi-Weekly,1,0,0,1,0,17,14,3,5,2,0,4,4,0,1
3349,0.1923076923076924,T-shirt,0.675,New Hampshire,L,Gray,Winter,0.11999999999999988,No,Standard,No,No,0.28571428571428564,Cash,Every 3 Months,1,0,1,0,0,24,28,0,7,3,0,1,4,0,2
3350,0.326923076923077,Jewelry,0.7375,Georgia,M,Red,Fall,0.11999999999999988,No,Store Pickup,No,No,0.5714285714285714,PayPal,Quarterly,1,1,0,0,0,12,9,1,18,0,0,4,5,0,5
3351,0.5192307692307693,Handbag,0.16250000000000003,Mississippi,S,Olive,Fall,0.9600000000000002,No,2-Day Shipping,No,No,0.28571428571428564,Cash,Bi-Weekly,1,1,0,0,0,7,23,2,13,0,0,1,0,0,1
3352,0.48076923076923084,Shirt,0.36250000000000004,New Hampshire,L,Cyan,Spring,0.6800000000000002,No,2-Day Shipping,No,No,0.346938775510204,Bank Transfer,Fortnightly,1,0,1,0,0,16,28,0,5,1,0,0,0,0,3
3353,0.7115384615384616,Belt,0.9500000000000002,Washington,M,Teal,Summer,0.15999999999999992,No,Next Day Air,No,No,0.12244897959183673,Bank Transfer,Bi-Weekly,1,1,0,0,0,1,46,1,20,2,0,0,3,0,1
3354,0.25,Dress,0.5750000000000001,Ohio,L,Teal,Fall,0.8399999999999999,No,Free Shipping,No,No,0.36734693877551017,Credit Card,Every 3 Months,1,0,1,0,0,5,34,0,20,0,0,2,2,0,2
3355,0.46153846153846156,Skirt,0.3125,Maryland,M,Orange,Fall,0.11999999999999988,No,Next Day Air,No,No,0.28571428571428564,PayPal,Weekly,1,0,1,0,0,19,19,1,14,0,0,4,3,0,6
3356,0.42307692307692313,Blouse,0.10000000000000003,Delaware,M,Peach,Spring,0.040000000000000036,No,Store Pickup,No,No,0.04081632653061225,Bank Transfer,Bi-Weekly,1,0,1,0,0,2,7,1,15,1,0,0,5,0,1
3357,0.40384615384615385,Jeans,0.3500000000000001,Tennessee,M,Silver,Summer,0.40000000000000013,No,Store Pickup,No,No,0.24489795918367344,PayPal,Bi-Weekly,1,0,1,0,0,11,41,1,19,2,0,4,5,0,1
3358,0.4423076923076924,Hoodie,0.5875,Arkansas,M,Pink,Winter,0.40000000000000013,No,Free Shipping,No,No,0.7346938775510203,Credit Card,Monthly,1,0,1,0,0,9,3,1,16,3,0,2,2,0,4
3359,0.730769230769231,T-shirt,0.48750000000000004,Tennessee,M,Magenta,Fall,0.3600000000000001,No,2-Day Shipping,No,No,0.510204081632653,Cash,Annually,1,0,1,0,0,24,41,1,11,0,0,1,0,0,0
3360,0.48076923076923084,Sunglasses,0.675,New Hampshire,L,Red,Fall,0.56,No,Next Day Air,No,No,0.5714285714285714,Debit Card,Monthly,1,1,0,0,0,22,28,0,18,0,0,3,3,0,4
3361,0.07692307692307698,Jacket,0.7625,Minnesota,M,Maroon,Spring,0.32000000000000006,No,2-Day Shipping,No,No,0.9387755102040816,Cash,Every 3 Months,1,0,0,0,1,10,22,1,12,1,0,1,0,0,2
3362,0.5576923076923077,Shoes,0.07500000000000001,Florida,M,Silver,Spring,0.6399999999999999,No,Free Shipping,No,No,0.9387755102040816,Credit Card,Bi-Weekly,1,0,0,1,0,17,8,1,19,1,0,2,2,0,1
3363,0.6153846153846154,Handbag,0.5125000000000001,Tennessee,M,Gray,Summer,0.20000000000000018,No,Next Day Air,No,No,0.9591836734693877,Venmo,Fortnightly,1,1,0,0,0,7,41,1,7,2,0,5,3,0,3
3364,0.7692307692307693,Sweater,0.03750000000000003,California,M,Turquoise,Winter,0.20000000000000018,No,Next Day Air,No,No,0.9183673469387754,Bank Transfer,Bi-Weekly,1,0,1,0,0,23,4,1,21,3,0,0,3,0,1
3365,0.6153846153846154,Scarf,0.16250000000000003,Oregon,M,Peach,Fall,0.28000000000000025,No,Standard,No,No,0.12244897959183673,Credit Card,Monthly,1,1,0,0,0,15,36,1,15,0,0,2,4,0,4
3366,0.48076923076923084,Skirt,0.4750000000000001,Tennessee,L,Teal,Fall,0.56,No,Express,No,No,0.8979591836734693,Credit Card,Every 3 Months,1,0,1,0,0,19,41,0,20,0,0,2,1,0,2
3367,0.3846153846153847,Gloves,0.5625,North Carolina,M,Red,Spring,0.44000000000000017,No,2-Day Shipping,No,No,0.9387755102040816,Debit Card,Quarterly,1,1,0,0,0,6,32,1,18,1,0,3,0,0,5
3368,0.5000000000000001,T-shirt,0.3500000000000001,Tennessee,M,Blue,Summer,0.2400000000000002,No,Store Pickup,No,No,0.10204081632653061,Venmo,Fortnightly,1,0,1,0,0,24,41,1,2,2,0,5,5,0,3
3369,0.23076923076923084,Sandals,0.0625,Nebraska,M,Blue,Spring,0.9199999999999999,No,Express,No,No,0.5714285714285714,Bank Transfer,Every 3 Months,1,0,0,1,0,14,26,1,2,1,0,0,1,0,2
3370,0.5576923076923077,Sweater,0.38750000000000007,Maine,M,Indigo,Winter,0.52,No,2-Day Shipping,No,No,0.836734693877551,Cash,Monthly,1,0,1,0,0,23,18,1,9,3,0,1,0,0,4
3371,0.23076923076923084,Belt,0.1375,Illinois,M,Charcoal,Summer,0.11999999999999988,No,Store Pickup,No,No,0.9183673469387754,Cash,Fortnightly,1,1,0,0,0,1,12,1,4,2,0,1,5,0,3
3372,0.5961538461538463,Hoodie,0.9875,Colorado,S,Turquoise,Winter,0.6000000000000001,No,Next Day Air,No,No,0.5510204081632653,PayPal,Annually,1,0,1,0,0,9,5,2,21,3,0,4,3,0,0
3373,0.730769230769231,Socks,0.0625,Pennsylvania,M,Maroon,Winter,0.8399999999999999,No,Free Shipping,No,No,0.26530612244897955,Credit Card,Every 3 Months,1,0,1,0,0,21,37,1,12,3,0,2,2,0,2
3374,1.0,Sandals,0.4,Minnesota,M,Purple,Spring,0.40000000000000013,No,Store Pickup,No,No,0.22448979591836735,Debit Card,Every 3 Months,1,0,0,1,0,14,22,1,17,1,0,3,5,0,2
3375,0.07692307692307698,Blouse,0.3375,Nevada,S,Lavender,Spring,0.4800000000000002,No,2-Day Shipping,No,No,0.8163265306122448,Debit Card,Annually,1,0,1,0,0,2,27,2,10,1,0,3,0,0,0
3376,0.6346153846153847,Boots,0.9750000000000001,Connecticut,XL,Yellow,Fall,0.9600000000000002,No,Express,No,No,0.14285714285714285,Credit Card,Annually,1,0,0,1,0,3,6,3,24,0,0,2,1,0,0
3377,0.07692307692307698,Hat,0.32500000000000007,Ohio,M,Green,Winter,0.6399999999999999,No,Store Pickup,No,No,0.4693877551020408,Cash,Quarterly,1,1,0,0,0,8,34,1,8,3,0,1,5,0,5
3378,0.3653846153846154,Shirt,0.15000000000000002,Kentucky,M,Yellow,Winter,0.8399999999999999,No,Next Day Air,No,No,0.346938775510204,PayPal,Fortnightly,1,0,1,0,0,16,16,1,24,3,0,4,3,0,3
3379,0.5961538461538463,Shorts,0.6875,Minnesota,L,Gold,Fall,0.8,No,Next Day Air,No,No,0.10204081632653061,Cash,Quarterly,1,0,1,0,0,18,22,0,6,0,0,1,3,0,5
3380,0.826923076923077,Handbag,0.38750000000000007,Tennessee,L,Turquoise,Summer,1.0,No,Store Pickup,No,No,0.7959183673469387,Cash,Weekly,1,1,0,0,0,7,41,0,21,2,0,1,5,0,6
3381,0.4423076923076924,Dress,0.4,North Dakota,L,Blue,Summer,0.52,No,Standard,No,No,0.10204081632653061,PayPal,Every 3 Months,1,0,1,0,0,5,33,0,2,2,0,4,4,0,2
3382,0.7500000000000001,Hat,0.5750000000000001,Minnesota,L,Turquoise,Winter,0.8800000000000001,No,Standard,No,No,0.5306122448979591,Credit Card,Quarterly,1,1,0,0,0,8,22,0,21,3,0,2,4,0,5
3383,0.3076923076923077,Sweater,0.1875,Nebraska,M,Maroon,Spring,0.11999999999999988,No,Express,No,No,0.02040816326530612,Bank Transfer,Weekly,1,0,1,0,0,23,26,1,12,1,0,0,1,0,6
3384,0.17307692307692313,Coat,0.2875,Delaware,M,Pink,Fall,0.040000000000000036,No,Next Day Air,No,No,0.7755102040816325,Venmo,Bi-Weekly,1,0,0,0,1,4,7,1,16,0,0,5,3,0,1
3385,0.40384615384615385,Hoodie,0.050000000000000044,Minnesota,L,Maroon,Summer,0.52,No,Free Shipping,No,No,0.16326530612244897,Venmo,Quarterly,1,0,1,0,0,9,22,0,12,2,0,5,2,0,5
3386,0.8461538461538461,Jewelry,0.7875000000000001,Rhode Island,M,Olive,Winter,0.11999999999999988,No,Standard,No,No,0.3061224489795918,Credit Card,Every 3 Months,1,1,0,0,0,12,38,1,13,3,0,2,4,0,2
3387,0.3076923076923077,T-shirt,0.525,Michigan,M,Lavender,Fall,0.040000000000000036,No,2-Day Shipping,No,No,0.7142857142857142,Cash,Quarterly,1,0,1,0,0,24,21,1,10,0,0,1,0,0,5
3388,0.6730769230769232,Pants,0.7250000000000001,New Jersey,S,Pink,Spring,0.3600000000000001,No,2-Day Shipping,No,No,0.02040816326530612,Credit Card,Bi-Weekly,1,0,1,0,0,13,29,2,16,1,0,2,0,0,1
3389,0.326923076923077,Sweater,0.5125000000000001,South Dakota,M,Cyan,Spring,0.8,No,Store Pickup,No,No,0.4081632653061224,Credit Card,Weekly,1,0,1,0,0,23,40,1,5,1,0,2,5,0,6
3390,0.3846153846153847,Pants,0.4625,North Carolina,L,Maroon,Fall,0.52,No,Free Shipping,No,No,0.7755102040816325,Venmo,Annually,1,0,1,0,0,13,32,0,12,0,0,5,2,0,0
3391,0.2692307692307693,Socks,0.625,Oregon,S,Red,Summer,0.20000000000000018,No,Next Day Air,No,No,0.7551020408163265,PayPal,Annually,1,0,1,0,0,21,36,2,18,2,0,4,3,0,0
3392,0.5576923076923077,Hoodie,0.4625,Montana,M,Silver,Fall,0.4800000000000002,No,2-Day Shipping,No,No,0.10204081632653061,Debit Card,Every 3 Months,1,0,1,0,0,9,25,1,19,0,0,3,0,0,2
3393,0.6730769230769232,Scarf,0.675,New Jersey,XL,Blue,Winter,0.7600000000000002,No,Free Shipping,No,No,0.10204081632653061,Venmo,Bi-Weekly,1,1,0,0,0,15,29,3,2,3,0,5,2,0,1
3394,0.8076923076923078,Dress,0.875,Arizona,M,Gold,Fall,0.2400000000000002,No,Next Day Air,No,No,1.0,Debit Card,Monthly,1,0,1,0,0,5,2,1,6,0,0,3,3,0,4
3395,0.25,Sandals,0.9750000000000001,Vermont,S,Yellow,Spring,0.6800000000000002,No,Store Pickup,No,No,0.16326530612244897,PayPal,Annually,1,0,0,1,0,14,44,2,24,1,0,4,5,0,0
3396,0.5000000000000001,Dress,0.2875,Colorado,M,Silver,Winter,0.2400000000000002,No,Free Shipping,No,No,0.28571428571428564,Debit Card,Every 3 Months,1,0,1,0,0,5,5,1,19,3,0,3,2,0,2
3397,0.21153846153846156,Pants,0.21250000000000002,Tennessee,XL,Black,Winter,1.0,No,Next Day Air,No,No,0.08163265306122448,PayPal,Quarterly,1,0,1,0,0,13,41,3,1,3,0,4,3,0,5
3398,0.019230769230769273,Blouse,0.22500000000000003,New Jersey,L,Yellow,Summer,0.08000000000000007,No,Standard,No,No,0.24489795918367344,Bank Transfer,Bi-Weekly,1,0,1,0,0,2,29,0,24,2,0,0,4,0,1
3399,0.6923076923076924,Jeans,0.5,Montana,L,Pink,Winter,0.52,No,Standard,No,No,0.8775510204081631,Cash,Fortnightly,1,0,1,0,0,11,25,0,16,3,0,1,4,0,3
3400,0.42307692307692313,Pants,0.4375,Montana,XL,Yellow,Winter,0.32000000000000006,No,Standard,No,No,0.7142857142857142,Debit Card,Annually,1,0,1,0,0,13,25,3,24,3,0,3,4,0,0
3401,0.40384615384615385,Sunglasses,0.38750000000000007,Nevada,M,Lavender,Fall,0.9199999999999999,No,Free Shipping,No,No,0.346938775510204,Venmo,Fortnightly,1,1,0,0,0,22,27,1,10,0,0,5,2,0,3
3402,0.5000000000000001,Backpack,0.6375000000000001,Nevada,L,Peach,Winter,0.3600000000000001,No,Standard,No,No,0.7755102040816325,Credit Card,Weekly,1,1,0,0,0,0,27,0,15,3,0,2,4,0,6
3403,0.07692307692307698,Hoodie,0.5125000000000001,Louisiana,M,Black,Spring,0.7600000000000002,No,2-Day Shipping,No,No,0.2040816326530612,PayPal,Every 3 Months,1,0,1,0,0,9,17,1,1,1,0,4,0,0,2
3404,0.23076923076923084,Boots,0.5625,Illinois,M,Olive,Summer,0.56,No,Standard,No,No,0.0,Cash,Bi-Weekly,1,0,0,1,0,3,12,1,13,2,0,1,4,0,1
3405,0.980769230769231,Gloves,0.17500000000000004,South Carolina,L,Olive,Fall,0.56,No,2-Day Shipping,No,No,0.673469387755102,Credit Card,Annually,1,1,0,0,0,6,39,0,13,0,0,2,0,0,0
3406,0.1923076923076924,Blouse,0.8375000000000001,Washington,M,White,Summer,0.6800000000000002,No,Store Pickup,No,No,0.9387755102040816,Bank Transfer,Bi-Weekly,1,0,1,0,0,2,46,1,23,2,0,0,5,0,1
3407,0.7500000000000001,Sweater,0.7375,Nebraska,M,Red,Spring,0.6000000000000001,No,Store Pickup,No,No,0.4693877551020408,Venmo,Quarterly,1,0,1,0,0,23,26,1,18,1,0,5,5,0,5
3408,0.5384615384615385,Dress,0.32500000000000007,Alabama,S,Purple,Spring,0.040000000000000036,No,Store Pickup,No,No,0.38775510204081626,Cash,Quarterly,1,0,1,0,0,5,0,2,17,1,0,1,5,0,5
3409,0.576923076923077,Socks,0.65,Montana,L,Purple,Summer,0.7600000000000002,No,Standard,No,No,0.2040816326530612,Bank Transfer,Annually,1,0,1,0,0,21,25,0,17,2,0,0,4,0,0
3410,0.11538461538461542,Shirt,0.9125000000000001,Minnesota,M,Teal,Summer,0.28000000000000025,No,Next Day Air,No,No,0.04081632653061225,Credit Card,Every 3 Months,1,0,1,0,0,16,22,1,20,2,0,2,3,0,2
3411,0.6153846153846154,Sandals,0.7000000000000001,Ohio,L,Teal,Summer,0.72,No,Free Shipping,No,No,0.7551020408163265,Bank Transfer,Bi-Weekly,1,0,0,1,0,14,34,0,20,2,0,0,2,0,1
3412,0.21153846153846156,Shoes,0.45000000000000007,New York,L,Gray,Winter,0.9600000000000002,No,2-Day Shipping,No,No,0.8979591836734693,Cash,Weekly,1,0,0,1,0,17,31,0,7,3,0,1,0,0,6
3413,0.826923076923077,Sandals,0.7875000000000001,Indiana,M,Magenta,Fall,0.52,No,Store Pickup,No,No,0.6122448979591836,Venmo,Quarterly,1,0,0,1,0,14,13,1,11,0,0,5,5,0,5
3414,0.3076923076923077,Gloves,0.875,Delaware,XL,Black,Winter,0.0,No,Express,No,No,0.3061224489795918,PayPal,Bi-Weekly,1,1,0,0,0,6,7,3,1,3,0,4,1,0,1
3415,0.17307692307692313,Boots,0.925,Connecticut,M,Maroon,Spring,0.9600000000000002,No,Next Day Air,No,No,0.04081632653061225,Bank Transfer,Quarterly,1,0,0,1,0,3,6,1,12,1,0,0,3,0,5
3416,0.3846153846153847,Blouse,0.6000000000000001,New York,M,Gold,Fall,0.20000000000000018,No,2-Day Shipping,No,No,0.28571428571428564,Bank Transfer,Annually,1,0,1,0,0,2,31,1,6,0,0,0,0,0,0
3417,0.13461538461538464,Sandals,0.4125000000000001,Alabama,M,Purple,Spring,0.28000000000000025,No,Store Pickup,No,No,0.2040816326530612,Bank Transfer,Every 3 Months,1,0,0,1,0,14,0,1,17,1,0,0,5,0,2
3418,0.6923076923076924,Coat,0.1875,Massachusetts,M,Blue,Summer,0.15999999999999992,No,2-Day Shipping,No,No,0.4285714285714285,Debit Card,Fortnightly,1,0,0,0,1,4,20,1,2,2,0,3,0,0,3
3419,0.6730769230769232,Jacket,0.125,South Carolina,M,Beige,Summer,0.11999999999999988,No,Free Shipping,No,No,0.693877551020408,Debit Card,Annually,1,0,0,0,1,10,39,1,0,2,0,3,2,0,0
3420,0.0961538461538462,Jewelry,0.07500000000000001,West Virginia,L,Indigo,Winter,0.2400000000000002,No,Store Pickup,No,No,0.08163265306122448,Venmo,Bi-Weekly,1,1,0,0,0,12,47,0,9,3,0,5,5,0,1
3421,0.019230769230769273,Hat,0.5,Kentucky,M,Purple,Winter,0.3600000000000001,No,Express,No,No,0.693877551020408,PayPal,Bi-Weekly,1,1,0,0,0,8,16,1,17,3,0,4,1,0,1
3422,0.7500000000000001,Shoes,0.125,New Jersey,M,Maroon,Summer,0.15999999999999992,No,Free Shipping,No,No,0.5306122448979591,PayPal,Weekly,1,0,0,1,0,17,29,1,12,2,0,4,2,0,6
3423,0.019230769230769273,Coat,0.8875,New York,L,Beige,Winter,0.28000000000000025,No,Next Day Air,No,No,0.16326530612244897,Venmo,Monthly,1,0,0,0,1,4,31,0,0,3,0,5,3,0,4
3424,0.28846153846153855,Boots,0.6375000000000001,Massachusetts,M,Brown,Spring,0.52,No,Next Day Air,No,No,0.4081632653061224,PayPal,Bi-Weekly,1,0,0,1,0,3,20,1,3,1,0,4,3,0,1
3425,0.28846153846153855,Scarf,0.55,Florida,L,Green,Summer,0.44000000000000017,No,2-Day Shipping,No,No,0.44897959183673464,Credit Card,Monthly,1,1,0,0,0,15,8,0,8,2,0,2,0,0,4
3426,0.3846153846153847,Hat,0.42500000000000004,Michigan,M,Blue,Summer,0.72,No,Next Day Air,No,No,0.04081632653061225,Debit Card,Bi-Weekly,1,1,0,0,0,8,21,1,2,2,0,3,3,0,1
3427,0.5576923076923077,Socks,0.1875,Oregon,XL,Magenta,Fall,0.9199999999999999,No,2-Day Shipping,No,No,0.6122448979591836,Credit Card,Annually,1,0,1,0,0,21,36,3,11,0,0,2,0,0,0
3428,0.40384615384615385,T-shirt,0.22500000000000003,Michigan,XL,Turquoise,Winter,0.0,No,Store Pickup,No,No,0.8775510204081631,Cash,Annually,1,0,1,0,0,24,21,3,21,3,0,1,5,0,0
3429,0.2692307692307693,Jewelry,0.6125,Washington,M,Gray,Fall,0.0,No,Next Day Air,No,No,0.38775510204081626,Venmo,Monthly,1,1,0,0,0,12,46,1,7,0,0,5,3,0,4
3430,0.17307692307692313,Skirt,0.9500000000000002,Alaska,S,Purple,Winter,0.8399999999999999,No,Express,No,No,0.673469387755102,Debit Card,Weekly,1,0,1,0,0,19,1,2,17,3,0,3,1,0,6
3431,0.9423076923076924,Socks,0.6625000000000001,Montana,M,Lavender,Winter,0.6800000000000002,No,Next Day Air,No,No,0.32653061224489793,Bank Transfer,Every 3 Months,1,0,1,0,0,21,25,1,10,3,0,0,3,0,2
3432,0.5384615384615385,Belt,0.36250000000000004,New Mexico,S,Green,Summer,0.6800000000000002,No,Express,No,No,0.38775510204081626,Venmo,Annually,1,1,0,0,0,1,30,2,8,2,0,5,1,0,0
3433,0.34615384615384615,Boots,0.30000000000000004,Connecticut,M,Gray,Summer,0.9199999999999999,No,2-Day Shipping,No,No,0.9183673469387754,PayPal,Every 3 Months,1,0,0,1,0,3,6,1,7,2,0,4,0,0,2
3434,0.8461538461538461,Socks,0.9125000000000001,Alaska,M,Yellow,Spring,0.8,No,Free Shipping,No,No,0.5510204081632653,PayPal,Annually,1,0,1,0,0,21,1,1,24,1,0,4,2,0,0
3435,0.25,Pants,0.65,Ohio,S,Orange,Summer,0.32000000000000006,No,2-Day Shipping,No,No,0.10204081632653061,Venmo,Fortnightly,1,0,1,0,0,13,34,2,14,2,0,5,0,0,3
3436,0.9615384615384616,Socks,0.8875,Montana,M,Beige,Summer,0.08000000000000007,No,2-Day Shipping,No,No,1.0,Debit Card,Bi-Weekly,1,0,1,0,0,21,25,1,0,2,0,3,0,0,1
3437,0.7500000000000001,Belt,0.7875000000000001,Nebraska,L,Peach,Winter,0.11999999999999988,No,2-Day Shipping,No,No,0.8163265306122448,Bank Transfer,Monthly,1,1,0,0,0,1,26,0,15,3,0,0,0,0,4
3438,0.07692307692307698,Jacket,0.525,Oklahoma,S,Green,Winter,0.40000000000000013,No,2-Day Shipping,No,No,1.0,PayPal,Annually,1,0,0,0,1,10,35,2,8,3,0,4,0,0,0
3439,0.15384615384615385,Shirt,0.6375000000000001,Kentucky,M,Violet,Fall,0.20000000000000018,No,Store Pickup,No,No,0.6530612244897959,Credit Card,Monthly,1,0,1,0,0,16,16,1,22,0,0,2,5,0,4
3440,0.48076923076923084,Gloves,0.9125000000000001,Idaho,M,Gray,Summer,0.8,No,Express,No,No,0.4897959183673469,Venmo,Quarterly,1,1,0,0,0,6,11,1,7,2,0,5,1,0,5
3441,0.5192307692307693,Handbag,0.5375000000000001,Maryland,L,Magenta,Fall,0.72,No,2-Day Shipping,No,No,0.02040816326530612,PayPal,Weekly,1,1,0,0,0,7,19,0,11,0,0,4,0,0,6
3442,0.8846153846153847,Sweater,0.9500000000000002,Tennessee,XL,Charcoal,Fall,0.6399999999999999,No,Standard,No,No,0.28571428571428564,Credit Card,Annually,1,0,1,0,0,23,41,3,4,0,0,2,4,0,0
3443,0.1923076923076924,Skirt,0.7250000000000001,Michigan,M,Violet,Spring,0.72,No,Next Day Air,No,No,0.22448979591836735,PayPal,Weekly,1,0,1,0,0,19,21,1,22,1,0,4,3,0,6
3444,0.5576923076923077,Dress,0.050000000000000044,Tennessee,L,Silver,Summer,1.0,No,Free Shipping,No,No,0.5510204081632653,Cash,Bi-Weekly,1,0,1,0,0,5,41,0,19,2,0,1,2,0,1
3445,0.6730769230769232,Pants,0.5375000000000001,Rhode Island,S,Green,Summer,0.52,No,2-Day Shipping,No,No,0.22448979591836735,Bank Transfer,Bi-Weekly,1,0,1,0,0,13,38,2,8,2,0,0,0,0,1
3446,0.46153846153846156,Hat,0.4750000000000001,Florida,M,Magenta,Fall,0.9600000000000002,No,Standard,No,No,0.04081632653061225,Debit Card,Annually,1,1,0,0,0,8,8,1,11,0,0,3,4,0,0
3447,0.6346153846153847,Boots,0.4375,Louisiana,S,Purple,Spring,1.0,No,2-Day Shipping,No,No,0.38775510204081626,Cash,Weekly,1,0,0,1,0,3,17,2,17,1,0,1,0,0,6
3448,0.8461538461538461,Sandals,0.4750000000000001,Arkansas,M,Blue,Fall,0.72,No,Express,No,No,0.04081632653061225,Bank Transfer,Bi-Weekly,1,0,0,1,0,14,3,1,2,0,0,0,1,0,1
3449,0.0,Coat,0.10000000000000003,Kentucky,S,Yellow,Winter,0.6399999999999999,No,Express,No,No,0.6326530612244897,Bank Transfer,Fortnightly,1,0,0,0,1,4,16,2,24,3,0,0,1,0,3
3450,0.576923076923077,Blouse,0.21250000000000002,Kansas,M,Brown,Spring,0.8,No,Standard,No,No,0.693877551020408,Cash,Monthly,1,0,1,0,0,2,15,1,3,1,0,1,4,0,4
3451,0.03846153846153849,Shorts,0.7250000000000001,Vermont,M,Pink,Spring,0.44000000000000017,No,Store Pickup,No,No,0.6122448979591836,PayPal,Monthly,1,0,1,0,0,18,44,1,16,1,0,4,5,0,4
3452,0.2692307692307693,Blouse,0.6625000000000001,Nevada,XL,Silver,Fall,0.20000000000000018,No,Free Shipping,No,No,0.24489795918367344,Credit Card,Annually,1,0,1,0,0,2,27,3,19,0,0,2,2,0,0
3453,0.15384615384615385,Jacket,0.0,Oklahoma,M,Indigo,Spring,0.4800000000000002,No,Next Day Air,No,No,0.04081632653061225,Venmo,Fortnightly,1,0,0,0,1,10,35,1,9,1,0,5,3,0,3
3454,0.25,Shirt,0.5,Alabama,L,Pink,Winter,0.72,No,Standard,No,No,0.9591836734693877,Venmo,Bi-Weekly,1,0,1,0,0,16,0,0,16,3,0,5,4,0,1
3455,0.7115384615384616,Handbag,0.6375000000000001,Louisiana,S,Lavender,Fall,0.8399999999999999,No,Store Pickup,No,No,0.28571428571428564,PayPal,Bi-Weekly,1,1,0,0,0,7,17,2,10,0,0,4,5,0,1
3456,0.5961538461538463,T-shirt,0.8625,Ohio,M,Orange,Fall,0.8800000000000001,No,Standard,No,No,0.24489795918367344,Venmo,Annually,1,0,1,0,0,24,34,1,14,0,0,5,4,0,0
3457,0.46153846153846156,Hoodie,0.4125000000000001,Texas,M,Red,Fall,0.8399999999999999,No,Express,No,No,0.4081632653061224,Venmo,Monthly,1,0,1,0,0,9,42,1,18,0,0,5,1,0,4
3458,0.8846153846153847,Jewelry,0.8375000000000001,Maryland,M,Gray,Summer,0.20000000000000018,No,Express,No,No,0.5714285714285714,Cash,Fortnightly,1,1,0,0,0,12,19,1,7,2,0,1,1,0,3
